Amount,Status,FamilyStatus,Duration,Interest,Installment
20250,Commercial associate,Married,24,0.1071,684.64
20250,Commercial associate,Married,14,0.1324,338.1
20250,Commercial associate,Married,12,0.1197,278.88
20250,Commercial associate,Married,48,0.1039,486.76
19800,Commercial associate,Civil marriage,30,0.1197,298.8
19800,Commercial associate,Civil marriage,18,0.1166,330.53
19800,Commercial associate,Civil marriage,12,0.1261,234.55
19800,Commercial associate,Civil marriage,12,976,241.16
19800,Commercial associate,Civil marriage,21,945,224.07
19800,Commercial associate,Civil marriage,6,0.1166,396.63
19800,Commercial associate,Civil marriage,6,0.1324,507.15
19800,Commercial associate,Civil marriage,24,0.1355,288.66
19800,Commercial associate,Civil marriage,30,832,409.3
19800,Commercial associate,Civil marriage,48,0.1292,222.97
19800,Commercial associate,Civil marriage,12,0.1197,365.2
19800,Commercial associate,Civil marriage,30,0.1261,603.12
19800,Commercial associate,Civil marriage,24,0.1387,852.87
19800,Commercial associate,Civil marriage,36,945,320.1
15750,Pensioner,Widow,60,0.1008,807.62
15750,Pensioner,Widow,6,0.1071,326.02
15750,Pensioner,Widow,21,0.1292,336.56
15750,Pensioner,Widow,30,0.1166,396.63
18000,Working,Married,24,0.1261,301.56
18000,Working,Married,72,0.1103,491.3
18000,Working,Married,24,0.1134,416.19
18000,Working,Married,18,0.164,636.39
18000,Working,Married,6,0.1229,406.91
18000,Working,Married,12,737,62.1
18000,Working,Married,15,0.1261,201.04
18000,Working,Married,24,0.1103,491.3
18000,Working,Married,36,0.1103,327.53
18000,Working,Married,60,0.1103,327.53
31500,Working,Married,10,0.1071,179.31
31500,Working,Married,36,0.1229,667.06
31500,Working,Married,9,0.1103,720.57
11250,Pensioner,Married,12,0.1324,405.72
11250,Pensioner,Married,15,8,313.37
11250,Pensioner,Married,15,945,409.73
11250,Pensioner,Married,24,0.1103,157.22
11250,Pensioner,Married,6,0.1229,633.71
9000,Working,Separated,24,0.1071,782.44
9000,Working,Separated,6,0.1103,589.56
9000,Working,Separated,12,976,353.71
4500,Working,Separated,12,0.1103,206.35
4500,Working,Separated,18,832,251.88
22500,Working,Married,15,0.1261,301.56
22500,Working,Married,12,0.1039,464.05
11250,Pensioner,Singlenot married,48,945,230.47
11250,Pensioner,Singlenot married,24,0.1734,895.56
14400,Working,Married,30,0.1261,670.13
14400,Working,Married,27,0.1292,269.25
14400,Working,Married,15,0.1292,377.79
14400,Working,Married,48,976,30.55
14400,Working,Married,12,0.1039,389.41
14400,Working,Married,9,0.1324,405.72
31500,Commercial associate,Married,9,0.1387,477.61
31500,Commercial associate,Married,18,0.1134,329
11250,Working,Married,6,832,377.82
11250,Working,Married,21,0.1324,338.1
11250,Working,Married,9,0.1355,407.52
14400,Working,Married,60,0.1071,273.86
14400,Working,Married,30,0.1008,807.62
14400,Working,Married,30,0.1197,398.4
14400,Working,Married,18,945,320.1
14400,Working,Married,24,863,316.28
14400,Working,Married,20,0.1008,387.66
14400,Working,Married,9,0.1039,162.26
14400,Working,Married,6,0.1134,493.5
14400,Working,Married,12,0.1229,640.38
22500,Pensioner,Married,9,0.1261,180.94
22500,Pensioner,Married,27,0.1134,296.1
22500,Pensioner,Married,6,0.1166,115.69
13500,Working,Married,15,0.1134,230.3
13500,Working,Married,18,0.1324,405.72
13500,Working,Married,48,976,305.47
13500,Working,Married,24,737,93.14
23850,Working,Married,24,8,109.68
23850,Working,Married,24,8,37.61
23850,Working,Married,8,0.1008,129.22
23850,Working,Married,24,0.1008,290.75
23850,Working,Married,4,0.1355,203.76
23850,Working,Married,36,945,165
11250,Working,Married,24,0.1355,407.52
11250,Working,Married,18,945,320.1
11250,Working,Married,6,0.1039,129.81
14400,Working,Married,30,0.1229,366.89
14400,Working,Married,24,0.1134,658
9000,Pensioner,Married,10,945,480.15
9000,Pensioner,Married,21,976,803.87
9000,Pensioner,Married,24,0.1039,272.59
9000,Pensioner,Married,39,0.1197,249
20250,Commercial associate,Singlenot married,13,0.1229,400.24
20250,Commercial associate,Singlenot married,15,863,253.03
11700,Working,Singlenot married,12,0.1039,129.81
11700,Working,Singlenot married,21,945,448.14
11700,Working,Singlenot married,15,0.1134,118.44
11700,Working,Singlenot married,6,0.1039,811.27
11700,Working,Singlenot married,18,0.1355,407.52
13500,State servant,Married,12,8,250.7
13500,State servant,Married,30,0.1324,444.6
13500,State servant,Married,12,0.1071,489.03
13500,State servant,Married,24,0.1355,373.56
13500,State servant,Married,6,0.1071,195.61
13500,State servant,Married,15,0.1166,314
13500,State servant,Married,24,768,109.17
13500,State servant,Married,12,0.145,516.32
22500,Working,Singlenot married,15,976,241.16
22500,Working,Singlenot married,18,863,221.4
22500,Working,Singlenot married,12,0.1103,294.78
22500,Working,Singlenot married,21,0.1513,680.69
12600,Pensioner,Separated,24,0.1071,228.22
12600,Pensioner,Separated,12,8,87.75
12600,Pensioner,Separated,30,0.1039,324.51
12600,Pensioner,Separated,10,0.1051,97.53
12600,Pensioner,Separated,12,0.1071,208.65
12600,Pensioner,Separated,12,0.1482,691.55
13500,Commercial associate,Civil marriage,24,0.1008,323.05
13500,Commercial associate,Civil marriage,36,832,236.14
9000,Pensioner,Widow,21,976,213.83
9000,Pensioner,Widow,24,0.1103,537.15
9000,Pensioner,Widow,12,0.1039,194.71
9000,Pensioner,Widow,24,8,235.03
9000,Pensioner,Widow,36,976,707.41
9000,Pensioner,Widow,18,945,128.04
9000,Pensioner,Widow,36,0.1261,670.13
9000,Pensioner,Widow,18,0.1197,697.2
9000,Pensioner,Widow,39,945,480.15
9000,Pensioner,Widow,24,0.1134,98.7
9000,Pensioner,Widow,12,0.157,525.17
9000,Pensioner,Widow,12,768,187.14
9000,Pensioner,Widow,20,0.1166,314
9000,Pensioner,Widow,18,0.1039,324.51
9000,Pensioner,Widow,22,976,257.24
15300,Pensioner,Separated,48,832,314.85
15300,Pensioner,Separated,48,0.1103,235.83
15300,Pensioner,Separated,40,976,803.87
15300,Pensioner,Separated,21,0.1134,526.4
15300,Pensioner,Separated,24,0.1039,292.06
135000,Commercial associate,Married,6,0.1324,540.96
135000,Commercial associate,Married,24,0.1229,106
135000,Commercial associate,Married,24,0.1355,848.99
135000,Commercial associate,Married,9,0.1197,298.8
135000,Commercial associate,Married,18,976,482.32
135000,Commercial associate,Married,12,0.1292,168.28
135000,Commercial associate,Married,24,0.1008,807.62
13950,Pensioner,Married,9,0.1039,811.27
13950,Pensioner,Married,24,0.1324,253.58
13950,Pensioner,Married,18,0.1324,118.34
13950,Pensioner,Married,20,0.1039,584.12
13950,Pensioner,Married,12,0.1103,52.41
15750,Working,Married,12,0.1008,151.03
15750,Working,Married,36,832,188.91
15750,Working,Married,6,976,167.21
15750,Working,Married,12,832,251.88
13500,Working,Civil marriage,42,0.1008,161.53
13500,Working,Civil marriage,15,0.1292,807.74
18000,Working,Singlenot married,8,0.1261,837.67
18000,Working,Singlenot married,6,0.1292,269.25
18000,Working,Singlenot married,36,976,578.79
18000,Working,Singlenot married,48,768,93.57
18000,Working,Singlenot married,48,0.1197,166
18000,Working,Singlenot married,36,0.1134,329
22500,Working,Singlenot married,6,0.1103,201.44
22500,Working,Singlenot married,6,0.1008,646.1
13500,Working,Married,36,976,385.86
13500,Working,Married,18,0.1229,232.64
13500,Working,Married,12,0.1166,330.53
13500,Working,Married,12,0.1292,201.94
29250,Working,Married,36,0.1071,603.13
29250,Working,Married,8,0.1039,389.41
29250,Working,Married,18,8,250.7
27000,Commercial associate,Married,21,0.1482,691.55
27000,Commercial associate,Married,18,832,37.79
27000,Commercial associate,Married,18,0.1039,194.71
27000,Commercial associate,Married,36,976,321.55
9900,Working,Married,48,945,640.2
9900,Working,Married,24,768,187.14
9900,Working,Married,18,0.1324,202.86
9900,Working,Married,45,863,142.33
9900,Working,Married,24,0.1324,338.1
9900,Working,Married,15,0.1166,528.84
13500,Working,Married,12,0.1229,266.83
13500,Working,Married,12,768,155.95
31500,Commercial associate,Married,4,0.1324,845.25
31500,Commercial associate,Married,24,0.1134,230.3
31500,Commercial associate,Married,24,0.1134,263.2
31500,Commercial associate,Married,36,0.1071,391.22
31500,Commercial associate,Married,21,832,314.85
31500,Commercial associate,Married,18,0.1166,462.74
31500,Commercial associate,Married,24,0.1292,100.97
31500,Commercial associate,Married,18,0.145,550.74
27000,Working,Singlenot married,21,0.1324,446.29
27000,Working,Singlenot married,18,0.1229,500.3
27000,Working,Singlenot married,24,0.1229,53
27000,Working,Singlenot married,9,976,176.86
27000,Working,Singlenot married,12,976,96.47
27000,Working,Singlenot married,20,0.1166,370.19
13500,Working,Separated,24,8,206.83
13500,Working,Separated,15,0.1134,296.1
13500,Working,Separated,18,0.1103,818.83
13500,Working,Separated,36,976,318.34
13500,Working,Separated,24,832,125.94
13500,Working,Separated,10,976,450.17
13500,Working,Separated,15,0.1229,23.35
13500,Working,Separated,15,0.1166,178.49
13500,Working,Separated,9,0.1197,116.2
13500,Working,Separated,24,0.1166,247.9
13500,Working,Separated,18,0.1292,269.25
13500,Working,Separated,24,0.1103,262.03
44550,State servant,Married,27,0.1103,141.66
44550,State servant,Married,10,0.1418,568.81
19800,Pensioner,Widow,15,0.1324,223.15
19800,Pensioner,Widow,18,0.1039,243.38
19800,Pensioner,Widow,12,0.1071,224.14
19800,Pensioner,Widow,36,0.1103,235.83
19800,Pensioner,Widow,12,0.1418,428.32
19800,Pensioner,Widow,36,0.1576,659.61
19800,Pensioner,Widow,6,0.1229,192.62
19800,Pensioner,Widow,24,768,155.95
19800,Pensioner,Widow,15,0.1134,213.85
19800,Pensioner,Widow,12,976,482.32
19800,Pensioner,Widow,11,0.1008,587.14
38250,Working,Married,18,863,202.42
38250,Working,Married,36,976,160.78
38250,Working,Married,9,0.1324,265.41
38250,Working,Married,30,0.1071,339.06
38250,Working,Married,24,0.1134,274.72
38250,Working,Married,24,0.1166,198.32
38250,Working,Married,30,0.1103,183.42
20250,Working,Married,18,0.145,640.24
20250,Working,Married,24,863,132.84
20250,Working,Married,12,0.1197,260.62
20250,Working,Married,24,0.1197,109.56
20250,Working,Married,48,0.1166,240.46
20250,Working,Married,36,0.1355,339.6
20250,Working,Married,28,0.1008,306.9
20250,Working,Married,27,0.1387,388.91
20250,Working,Married,15,0.1418,513.98
20250,Working,Married,12,0.1039,389.41
20250,Working,Married,36,737,22.51
20250,Working,Married,18,0.1008,315.78
20250,Working,Married,36,0.145,430.27
20250,Working,Married,21,976,16.???
20250,Working,Married,12,0.1292,175.01
9900,Working,Married,15,0.1229,268.5
9900,Working,Married,18,8,188.02
9900,Working,Married,16,976,204.19
9900,Working,Married,20,0.1039,324.51
9900,Working,Married,36,976,287.79
9900,Working,Married,15,0.1355,155.37
9900,Working,Married,24,976,144.7
11250,Working,Married,12,0.1261,402.08
11250,Working,Married,21,0.1039,324.51
11250,Working,Married,36,0.1071,234.74
11250,Working,Married,15,0.1197,292.16
11250,Working,Married,9,0.1197,166
16650,Working,Married,36,0.1608,492.76
16650,Working,Married,24,768,31.19
16650,Working,Married,30,0.1071,117.37
16650,Working,Married,11,0.1197,166
16650,Working,Married,24,0.1197,318.72
16650,Working,Married,48,976,151.13
16650,Working,Married,10,0.1166,198.32
13500,State servant,Civil marriage,6,0.1197,239.04
13500,State servant,Civil marriage,24,0.1166,170.22
20250,Working,Civil marriage,24,8,313.37
20250,Working,Civil marriage,18,0.1324,83.68
8100,Commercial associate,Separated,48,976,96.47
18000,Working,Married,9,0.1197,149.4
18000,Working,Married,12,0.1166,165.27
22500,Commercial associate,Civil marriage,24,0.1197,135.29
9900,Commercial associate,Married,12,0.1703,249.68
9900,Commercial associate,Married,18,0.1355,203.76
9900,Commercial associate,Married,48,0.1103,108.09
36000,Commercial associate,Separated,30,0.1008,129.22
36000,Commercial associate,Separated,12,0.1071,163.01
36000,Commercial associate,Separated,24,832,128.3
36000,Commercial associate,Separated,9,0.1039,184.97
36000,Commercial associate,Separated,9,0.1008,323.05
36000,Commercial associate,Separated,12,0.1261,134.03
36000,Commercial associate,Separated,12,0.1229,93.39
36000,Commercial associate,Separated,30,0.1008,161.53
36000,Commercial associate,Separated,9,832,220.39
36000,Commercial associate,Separated,6,0.1008,161.53
22500,Working,Civil marriage,60,0.1103,229.28
22500,Working,Civil marriage,24,976,199.36
22500,Working,Civil marriage,12,0.1103,78.61
22500,Working,Civil marriage,10,0.1134,220.43
22500,Working,Civil marriage,24,0.1576,350.39
42750,Commercial associate,Married,4,0.1103,147.39
42750,Commercial associate,Married,15,0.1608,387.17
42750,Commercial associate,Married,48,0.1071,286.9
42750,Commercial associate,Married,24,0.1039,243.38
42750,Commercial associate,Married,12,8,219.36
15750,State servant,Married,18,0.1039,259.61
15750,State servant,Married,24,863,506.05
14400,Working,Married,18,0.1071,97.81
15750,Pensioner,Civil marriage,36,0.1197,307.93
15750,Pensioner,Civil marriage,24,0.1387,170.58
15750,Pensioner,Civil marriage,36,0.1039,178.48
15750,Pensioner,Civil marriage,12,945,272.09
15750,Pensioner,Civil marriage,24,768,99.81
15750,Pensioner,Civil marriage,30,0.1292,252.42
15750,Pensioner,Civil marriage,9,0.1292,168.28
15750,Pensioner,Civil marriage,28,0.1134,296.1
15750,Pensioner,Civil marriage,24,0.1008,206.76
15750,Pensioner,Civil marriage,6,0.1008,310.13
15750,Pensioner,Civil marriage,21,0.1008,128.42
27000,Working,Singlenot married,15,0.1103,147.39
27000,Working,Singlenot married,24,0.1387,327.5
15750,Working,Married,6,0.1134,131.6
15750,Working,Married,30,0.145,289.14
9000,State servant,Married,27,0.1229,213.46
9000,State servant,Married,15,0.1166,185.1
9000,State servant,Married,42,0.1103,245.65
20250,Working,Married,11,976,160.78
20250,Working,Married,15,8,188.02
20250,Working,Married,24,0.1071,163.01
20250,Working,Married,24,0.1134,118.44
20250,Working,Married,60,0.1387,118.55
20250,Working,Married,30,0.1103,98.26
20250,Working,Married,24,0.1039,207.69
20250,Working,Married,6,945,128.04
9900,Commercial associate,Married,18,737,62.1
9900,Commercial associate,Married,24,0.1292,154.82
9900,Commercial associate,Married,15,0.1166,122.3
9900,Commercial associate,Married,30,0.1418,342.66
9900,Commercial associate,Married,48,0.1134,210.56
9900,Commercial associate,Married,21,863,237.21
36000,Working,Married,36,0.1197,136.95
36000,Working,Married,24,0.1008,177.68
36000,Working,Married,15,0.1166,101.64
36000,Working,Married,42,863,189.77
36000,Working,Married,13,8,219.36
36000,Working,Married,24,8,156.69
36000,Working,Married,24,8,175.49
36000,Working,Married,12,0.1071,293.42
36000,Working,Married,15,0.1008,138.92
36000,Working,Married,18,0.1197,70.55
36000,Working,Married,36,8,70.51
36000,Working,Married,12,0.1197,76.36
36000,Working,Married,12,832,134.6
36000,Working,Married,30,0.1071,163.01
15750,Working,Married,12,737,31.???
15750,Working,Married,45,0.1008,171.22
15750,Working,Married,45,0.1134,180.95
15750,Working,Married,6,0.1103,163.77
15750,Working,Married,48,0.1229,166.77
15750,Working,Married,12,8,112.82
15750,Working,Married,42,863,163.68
15750,Working,Married,24,0.1008,193.83
15750,Working,Married,36,0.1008,122.76
15750,Working,Married,24,0.1166,231.37
13500,Working,Singlenot married,36,945,165
9900,Pensioner,Married,12,0.1222,179.93
9000,State servant,Married,30,768,62.38
9000,State servant,Married,12,0.1071,116.56
9000,State servant,Married,48,0.1039,132.24
9000,State servant,Married,12,0.1292,164.08
9000,Pensioner,Civil marriage,24,0.1292,195.21
11250,Working,Married,15,0.1292,153.98
11250,Working,Married,24,8,235.03
11250,Working,Married,24,832,188.91
13500,Working,Married,30,0.1197,153.55
13500,Working,Married,24,0.1387,255.86
13500,Working,Married,24,0.1355,254.7
13500,Working,Married,9,863,173.17
13500,Working,Married,6,0.1545,209.32
18000,State servant,Married,10,0.1324,253.58
18000,State servant,Married,12,0.1008,188.99
18000,State servant,Married,10,0.1071,167.09
18000,State servant,Married,6,0.1103,212.9
18000,State servant,Married,6,0.1134,164.5
18000,State servant,Married,12,0.1039,118.45
18000,State servant,Married,7,863,98.84
18000,State servant,Married,60,0.1103,183.42
18000,State servant,Married,18,0.1166,57.85
18000,State servant,Married,24,6,231.03
18000,State servant,Married,18,945,128.04
18000,State servant,Married,12,0.1008,242.29
18000,State servant,Married,12,8,219.36
